Entity,Code,Year,Pesticides Use - Herbicides - 1320 - Agricultural Use - 5157 - tonnes,Pesticides Use - Insecticides - 1309 - Agricultural Use - 5157 - tonnes,Pesticides Use - Fungicides and Bactericides - 1331 - Agricultural Use - 5157 - tonnes,Pesticides Use - Rodenticides - 1345 - Agricultural Use - 5157 - tonnes,Pesticides Use - Plant Growth Regulators - 1341 - Agricultural Use - 5157 - tonnes,Pesticides Use - Other Pesticides nes - 1359 - Agricultural Use - 5157 - tonnes
Libya,LBY,2010,75.48,327.05,,,,
Lithuania,LTU,1992,906,52,272,,150,
Lithuania,LTU,1993,672,11,200,,53,
Lithuania,LTU,1994,555,7,132,,19,
Lithuania,LTU,1995,573,5,141,,18,
Lithuania,LTU,1996,729,3,223,,24,
Lithuania,LTU,1997,703,3,194,,28,
Lithuania,LTU,1998,594,4,112,,35,
Lithuania,LTU,1999,551,3,54,,31,
Lithuania,LTU,2000,482,7,110,,36,
Lithuania,LTU,2001,533,7,102,0.02,51,
Lithuania,LTU,2002,577.2,6.2,132.7,,60.2,16.3
Lithuania,LTU,2003,579.7,7.1,130.1,,99.2,31.1
Lithuania,LTU,2004,725.8,5.7,155.1,,110.9,26.1
Lithuania,LTU,2005,733.1,6.8,175.2,,123.3,10.1
Lithuania,LTU,2006,858.9,7,201.4,,125.7,4
Lithuania,LTU,2007,1996.2,32.6,330.3,0.02,294.5,14.1
Lithuania,LTU,2008,1878.75,21.2,362.4,,397.3,16.6
Lithuania,LTU,2009,1768,21.3,363.4,1,513.8,18.9
Lithuania,LTU,2010,1275.1,12.83,156.08,1.34,278.07,25.38
Lithuania,LTU,2011,1518.1,21.63,242.7,1.2,243.2,0.3
Lithuania,LTU,2012,1715.2,42.3,488.9,,313.5,
Lithuania,LTU,2013,1421.92,39.93,540.79,,513.05,
Lithuania,LTU,2014,1394.2,43.6,604.8,,502.9,
Lithuania,LTU,2015,1371.5,30.7,736,,599.5,
Lithuania,LTU,2016,1432.7,45.3,741.2,,1116.9,
Lithuania,LTU,2017,1251.5,53.8,690.1,,998,
Luxembourg,LUX,2012,66,35.45,38.69,0.01,7.92,6.17
Luxembourg,LUX,2013,56.87,26.36,45.16,,15.85,10.96
Luxembourg,LUX,2014,50.98,27,37.4,,6.36,9.6
Luxembourg,LUX,2015,52.88,21.43,38.39,,8.44,9.16
Luxembourg,LUX,2016,52.9,20.82,60.27,0.01,8.4,9.17
Luxembourg,LUX,2017,54.39,19.35,86.54,,8.61,7.91
Macao,MAC,2009,0,,2.4,5.85,,
Macao,MAC,2014,0,,6.6,3.15,0,2.54
Macao,MAC,2016,0.34,,,4.95,0.29,3.99
Macao,MAC,2017,0.34,,6,5.85,0.29,4.72
Macao,MAC,2002,,26.97,,5.4,,
Macao,MAC,2003,,30.69,0,13.05,,
Macao,MAC,2004,,29.76,0,2.25,,
Macao,MAC,2005,,32.24,,6.3,,
Macao,MAC,2006,,42.78,0.6,3.6,,
Macao,MAC,2007,,42.16,0,5.4,,
Macao,MAC,2008,,44.02,0,9.45,,
Macao,MAC,2015,,43.15,8.16,4.95,,3.99
Macao,MAC,2010,,,3.6,5.85,,
Macao,MAC,2011,,,6,2.7,,
Macao,MAC,2012,,,,4.05,,
Macao,MAC,2013,,,,4.05,,
Madagascar,MDG,1990,14,81.41,33,0,,
Madagascar,MDG,1991,7,99,25,0,,
Madagascar,MDG,1992,24,66,11.06,,,
Madagascar,MDG,1993,21.64,67,20.59,0.18,,
Madagascar,MDG,1994,9,47,20.15,,,
Madagascar,MDG,1995,16.08,49,8,,,
Madagascar,MDG,1996,34,87,22,0.01,9,
Madagascar,MDG,1997,22.35,115.54,2,,,
Madagascar,MDG,1998,28.12,46,14,0.01,0.13,
Madagascar,MDG,1999,8,27.2,14.01,,0.08,
Madagascar,MDG,2000,31,59.45,25,0.01,15,
Madagascar,MDG,2001,22.24,22.32,41.02,0.01,,
Madagascar,MDG,2002,23.24,200.6,17,,,
Madagascar,MDG,2003,26.41,12.94,79.24,,28.14,
Madagascar,MDG,2004,29.88,13.38,15.4,,9.35,
Madagascar,MDG,2005,39.31,53.11,21.64,0.2,,
Madagascar,MDG,2006,39.77,29.48,34.73,0.03,5.27,
Madagascar,MDG,2007,26.89,33.72,33.12,0.07,,
Madagascar,MDG,2008,32.56,34.97,36.59,,7.99,
Madagascar,MDG,2009,35.55,43.06,35.6,0.2,29.24,
Madagascar,MDG,2010,68.91,99.19,73.07,0.16,,
Madagascar,MDG,2011,74.44,156.82,78.2,,0.9,
Madagascar,MDG,2012,114.17,159.28,103.42,,0.5,
Madagascar,MDG,2013,69.74,332.75,102.39,,3.06,
Madagascar,MDG,2014,102.4,237,107.84,0.03,1.36,
Madagascar,MDG,2015,108.16,197.65,95.58,0,0,
Madagascar,MDG,2016,110.67,249.26,129.6,0.02,3.3,
Madagascar,MDG,2017,142.67,249.14,245.11,0.02,3.65,
Malawi,MWI,1997,51,81.53,0.03,0.24,1.16,34.83
Malawi,MWI,1998,44.25,68.51,0.03,0.01,3.19,17.78
Malawi,MWI,1999,44.2,62.62,0.03,0.01,5.8,11.61
Malawi,MWI,2000,111.18,79.67,,0.12,4.93,10.52
Malawi,MWI,2004,23.01,7,12.41,,5.86,
Malawi,MWI,2005,104.52,177.49,13.5,,,
Malawi,MWI,2006,5.19,141.65,52.25,,,3.26
Malawi,MWI,2007,139.97,338.49,28.39,,7.56,10.05
Malawi,MWI,2008,129.5,305.3,71.86,0,8.05,109.81
Malawi,MWI,2009,343.84,192.22,26.09,,38.02,136.08
Malawi,MWI,2010,43.4,357.61,117.28,,8.28,57.55
Malawi,MWI,2011,216.83,181.42,112.89,,2.01,31.02
Malawi,MWI,2012,330.26,386.72,15.37,,2.48,40.08
Malawi,MWI,2013,494.71,620.42,221.81,,88.68,64.65
Malawi,MWI,2014,1179.59,574.71,419.64,,96.72,86.39
Malaysia,MYS,2006,30427.41,6074,2483.77,267.52,,
Malaysia,MYS,2007,34835.22,8147.91,3173.73,372.32,,
Malaysia,MYS,2008,41742.04,8398.69,3986.68,383.48,,
Malaysia,MYS,2009,34084.4,16607.77,1591.98,49.85,,
Malaysia,MYS,2010,36132.04,21636.26,2176.57,23.11,,
Malaysia,MYS,2011,36322.56,3532.83,1514.56,16.21,,
Malaysia,MYS,2012,42937.7,4098.35,2638.17,24.26,,
Malaysia,MYS,2013,53514.96,4902.41,2906.96,33.23,,5.4
Malaysia,MYS,2014,41060.98,4053.45,4041.06,2.33,,8.15
Malaysia,MYS,2015,54221.77,4680.16,4396.7,9,,
Malaysia,MYS,2016,56430.31,5516.22,5303.22,38.63,,
Maldives,MDV,2011,0.85,40,,1.62,,
Maldives,MDV,2012,0.22,55,,7.5,,
Maldives,MDV,2013,0.16,157,,21,,
Maldives,MDV,2014,0.81,347,3.57,11.88,8.1,1.31
Maldives,MDV,2015,2.86,883.01,,9.55,9.34,1.89
Maldives,MDV,2016,6.05,292.89,48.38,21.38,5.39,2.78
Maldives,MDV,2017,0.01,278.77,50.55,30.21,3.11,0.02
Mali,MLI,1990,,247.07,,,,
Mali,MLI,1991,,141.05,,,,
Mali,MLI,1992,,91.45,,,,
Mali,MLI,2005,,16.64,,,,4.49
Mali,MLI,2006,,11.19,,2.14,,4
Mali,MLI,2007,,10.31,,0,,2
Mali,MLI,2008,,16.79,,0.39,,1.86
Mali,MLI,2009,,6.73,,0.91,,0.8
Mali,MLI,2010,,7.01,,0.49,,0.59
Mali,MLI,2011,,6.35,,0.06,,0.42
Mali,MLI,2012,,3.26,,0.36,,0.13
Malta,MLT,1993,19.04,47,259.44,0,0,
Malta,MLT,1994,4.98,104,337.14,0.05,0.09,
Malta,MLT,1995,6,47,157.2,0.05,0.09,
Malta,MLT,1996,8,13,132.6,0.2,0.2,
Malta,MLT,1997,9.72,51.4,196.21,0,0.05,
Malta,MLT,1998,18.5,43.43,194.84,0.01,0.02,
Malta,MLT,1999,10.36,38,89.43,0,0,
Malta,MLT,2000,4.82,47,128.06,0.01,0.03,
Malta,MLT,2001,18.86,23.5,68.4,0,0.01,
Malta,MLT,2007,2.95,0.93,116.72,,,
Malta,MLT,2014,1.47,0.31,122.99,,,
Mauritania,MRT,2010,64.8,2.79,,0,,
Mauritania,MRT,2001,,39.09,,,,
Mauritania,MRT,2002,,3.2,,,,
Mauritania,MRT,2003,,3.22,,,,
Mauritania,MRT,2004,,697.7,,,,
Mauritania,MRT,2005,,1.1,,,,
Mauritania,MRT,2006,,1.7,,,,
Mauritania,MRT,2007,,9.8,,,,
Mauritania,MRT,2008,,17.13,,,,
Mauritania,MRT,2009,,4.29,,,,
Mauritania,MRT,2011,,13.35,,,,
Mauritania,MRT,2012,,26.41,,,,
Mauritius,MUS,1990,641,81,116,1,50,
Mauritius,MUS,1994,316.54,109.43,,,,
Mauritius,MUS,1995,300.9,184.45,,,,
Mauritius,MUS,1996,339.66,105.4,,,,
Mauritius,MUS,1997,334.9,192.2,,,,
Mauritius,MUS,1998,322.66,132.68,105,,,
Mauritius,MUS,1999,296.48,164.3,72,,,
Mauritius,MUS,2000,321.98,136.09,97.8,37.8,,
Mauritius,MUS,2001,354.28,187.55,106.2,25.2,,
Mauritius,MUS,2002,341.7,234.05,119.4,,,
Mauritius,MUS,2003,412.08,250.79,120.6,,,
Mauritius,MUS,2004,414.8,199.02,126,,,
Mauritius,MUS,2005,405.28,219.17,145.2,,,
Mauritius,MUS,2006,309.74,399.28,112.8,,,
Mauritius,MUS,2007,375.7,200.88,127.2,,,
Mauritius,MUS,2008,473.96,199.95,126,,,
Mauritius,MUS,2009,435.2,259.47,124.2,,,
Mauritius,MUS,2010,410.04,293.88,137.4,,,
Mauritius,MUS,2011,377.74,280.24,154.2,,,
Mauritius,MUS,2012,355.98,261.33,117.6,,,
Mauritius,MUS,2013,372.3,291.71,118.2,,,
Mauritius,MUS,2014,373.32,251.1,144,,,
Mauritius,MUS,2015,409.36,298.53,124.2,,,
Mauritius,MUS,2016,439.28,259.16,143.4,,,
Mauritius,MUS,2017,431.46,216.07,123,,,
Mexico,MEX,2000,6718.4,5852.18,14054.4,,,
Mexico,MEX,2001,6768.04,4720.06,11883.6,,,
Mexico,MEX,2002,3685.43,3053.67,4796.72,,,
Mexico,MEX,2003,5784.47,4105.84,6394.85,,,
Mexico,MEX,2004,6253.54,4809.77,7444.37,,,
Mexico,MEX,2005,11159.82,5948.28,22063.8,,,
Mexico,MEX,2006,10996.96,6122.5,21283.2,,,
Mexico,MEX,2007,12439.58,8430.76,30024,,,
Mexico,MEX,2008,11077.88,7798.05,31278.6,,,
Mexico,MEX,2009,10886.46,8067.44,31374,,,
Mexico,MEX,2010,10838.52,8268.01,33198.6,,,
Mexico,MEX,2011,11809.9,9555.13,31854.6,,,
Mexico,MEX,2012,12812.56,11625.31,24775.8,,,
Mexico,MEX,2013,10606.3,11611.05,25333.8,,,
Mexico,MEX,2014,8973.28,10045.86,24009.6,,,
Mexico,MEX,2015,9152.46,8942.88,28830,,,
Mexico,MEX,2016,9539.04,8488.73,29100,,,
Moldova,MDA,1992,1238,994,594,4,,
Moldova,MDA,1993,1178,571,697,4,,
Moldova,MDA,2000,134.4,247.6,2351.6,,,
Moldova,MDA,2001,171,224.55,2343,,,
Moldova,MDA,2002,224,239.1,2001.3,,,
Moldova,MDA,2003,451.1,255.7,1883.6,0.03,,
Moldova,MDA,2004,540.17,272.91,1977.01,0.01,,
Moldova,MDA,2005,509.12,221.33,1559.11,0.7,,
Moldova,MDA,2006,657,227,1488,0.37,,
Moldova,MDA,2007,951.4,305.2,1201.9,0.06,,
Moldova,MDA,2008,928.64,357.58,1563.76,0.05,,
Moldova,MDA,2009,858.58,272.18,1111.12,0.98,,
Moldova,MDA,2010,994.76,241.28,1162.04,0.1,,
Moldova,MDA,2011,1090.73,230.86,1058.47,0.92,,
Moldova,MDA,2012,1076.46,268.55,888.56,0.83,,
Moldova,MDA,2013,984.89,276.62,1079.32,1.15,,
Moldova,MDA,2014,1012,242,1067,2.4,16,161
Moldova,MDA,2015,1003,186,1396,1.4,8.6,144
Moldova,MDA,2016,1021,358,1388,1.2,16,197
Moldova,MDA,2017,1266,320,1412,1.8,15,447
Montenegro,MNE,2010,6,8,52,,,
Montenegro,MNE,2011,10,9,56,,,
Montenegro,MNE,2012,13,8,50,,,
Montenegro,MNE,2013,11,6,65,,,
Montenegro,MNE,2014,9,9,72,,,
Montenegro,MNE,2015,9,8,59,,,
Montenegro,MNE,2016,11,4,75,,,
Montenegro,MNE,2017,10,8,73,,,
Montenegro,MNE,2008,,0.34,0.21,,,
Montenegro,MNE,2009,,0.34,0.21,,,
Morocco,MAR,1990,919,3633,4812,,,
Morocco,MAR,2004,1137,9510,3468,949,,
Morocco,MAR,2005,1014,9975,2977,,,
Morocco,MAR,2006,1662,7775,3965,295,,
Mozambique,MOZ,1994,2.87,27,22.39,32,1,
Mozambique,MOZ,1995,3.77,16.4,7.02,43,1,
Mozambique,MOZ,1996,1.8,18.4,11.21,34,0.44,
Mozambique,MOZ,1997,2.2,18,15.23,25,0.2,
Mozambique,MOZ,2002,5.63,6.04,5.73,,,
Mozambique,MOZ,2003,152.13,99.63,7.07,,4.5,
Mozambique,MOZ,2004,315.35,185.25,71.95,0.15,0.29,
Mozambique,MOZ,2005,451.68,254.54,61.79,2.25,0.62,
Mozambique,MOZ,2006,378.15,439.24,74.13,0.02,,
Mozambique,MOZ,2007,320.37,172.34,54.6,0,,
Mozambique,MOZ,2008,391.17,437.12,60.22,0,1.54,0.16
Mozambique,MOZ,2009,617.29,180.23,115.35,0,1.92,0.11
Mozambique,MOZ,2010,648.42,398.46,139.88,0.07,,0.15
Mozambique,MOZ,2011,442.24,200,121.76,0.69,,0.04
Myanmar,MMR,1990,0.03,200.03,4,0.02,,
Myanmar,MMR,1992,5.18,141,5,,,
Myanmar,MMR,1993,3.33,145,12,,,
Myanmar,MMR,1994,7,167,16,,,
Myanmar,MMR,1995,9.23,242.5,13,0.03,,
Myanmar,MMR,1996,16,116.22,5.01,0.01,,
Myanmar,MMR,1997,3,140.53,2,0.01,,
Myanmar,MMR,2001,46.2,418.59,209.94,8.24,11.92,
Myanmar,MMR,2002,41.4,519.78,309.9,44.26,33.72,
Myanmar,MMR,2003,70.85,541.49,216.48,19.74,10.38,
Myanmar,MMR,2004,88.91,513.69,396.49,16.57,26.73,
Myanmar,MMR,2005,115.5,660.65,662.65,,10.05,
Myanmar,MMR,2006,242.54,1987.15,1548.28,11.2,82.99,
Myanmar,MMR,2007,211.63,1718.54,1302.07,38.79,58.64,
Myanmar,MMR,2008,116.13,871.89,412.44,,18.7,
Myanmar,MMR,2009,149.88,591.84,343.78,,5.58,
Myanmar,MMR,2010,294.3,1812.27,1199.01,16,18.51,
Myanmar,MMR,2011,478.54,2369.76,1611.37,,182.75,
Myanmar,MMR,2012,471.1,1677.34,883.5,,12.84,
Myanmar,MMR,2013,873.9,1245.1,730.1,0.5,48.6,
Myanmar,MMR,2014,1841.1,2211.5,1329,,36.2,
Myanmar,MMR,2015,2526.86,3143.98,1945.44,16,58.35,
Myanmar,MMR,2016,4907.02,4293.43,2738.66,17.5,134.95,
Myanmar,MMR,2017,6892.76,5956.74,4238.23,32,139.82,14
Myanmar,MMR,1991,,113,1,,,
Namibia,NAM,1990,10,6,17,5,4,
Namibia,NAM,1991,10,5,16,4,4,
Namibia,NAM,1992,16,7,16,6,3,
Namibia,NAM,1993,17,9,18,8,4,
Nepal,NPL,1995,11,35.11,10,2,2,
Nepal,NPL,2004,6.4,44.83,97.05,1.52,,3.2
Nepal,NPL,2005,11,65.2,47.8,1.46,,2.53
Nepal,NPL,2006,5.7,46.79,74.37,1.81,,0.06
Nepal,NPL,2007,6.6,62.7,237.4,37.3,,0.06
Nepal,NPL,2008,11.1,107.8,203.4,31.1,,0.03
Nepal,NPL,2009,15.7,61.64,129.6,2.5,,0.08
Nepal,NPL,2010,46.49,96.11,183.89,5.52,,
Nepal,NPL,2011,53.47,114.46,166.81,8.18,,
Nepal,NPL,2012,100.83,138.76,163.89,6.69,,0.15
Nepal,NPL,2013,90.13,162.3,192.2,9.8,,0.1
Nepal,NPL,2014,133.86,155.3,250.83,9.18,,
Nepal,NPL,2015,134.23,181.24,247.49,11.01,,
Netherlands,NLD,1990,3468,731,4140,1,152,
Netherlands,NLD,1991,3162,594,4281,1,117,
Netherlands,NLD,1992,2987,557,4192,1,120,
Netherlands,NLD,1993,3441,553,4615,1,170,
Netherlands,NLD,1994,2690,439,3883,,,
Netherlands,NLD,1995,3982,553,4490,,196,
Netherlands,NLD,1996,3013,495,3925,,237,
Netherlands,NLD,1997,3929,544,4102,,237,
Netherlands,NLD,1998,4045,463,5807,,264,
Netherlands,NLD,1999,3866,413,5199,,204,
Netherlands,NLD,2000,3500.2,1714,4925.48,0.91,213.64,
Netherlands,NLD,2001,3093.41,1283.66,3951.1,0.56,180.64,
Netherlands,NLD,2002,3314.69,1466.39,3777.24,0.53,231.76,
Netherlands,NLD,2003,3361.95,1510.76,3470.07,0.63,217.46,
Netherlands,NLD,2004,3592.02,1439.73,4437.9,0.54,217.75,
Netherlands,NLD,2005,3495.75,1663.42,4449.17,0.64,235.81,
Netherlands,NLD,2006,3280.29,1699.12,4189.22,0.58,257.43,
Netherlands,NLD,2007,3559.29,1906.3,5059.98,0.46,224.94,
Netherlands,NLD,2008,3161.77,1857.59,4454.41,0.02,242.8,
Netherlands,NLD,2009,2667.33,1714.52,3793.82,0.01,237.64,
Netherlands,NLD,2010,2642.3,1634.9,3613.1,0.03,244.1,
Netherlands,NLD,2011,3024.8,302.79,4238.43,,206.19,3181.7
Netherlands,NLD,2012,3042.16,297.64,4655.71,,303.69,3049.19
Netherlands,NLD,2013,2766.24,266.89,4306.92,,351.6,3028.52
Netherlands,NLD,2014,3266.2,272.7,4900.1,,452,281.2
Netherlands,NLD,2015,2880.9,268.5,4413.1,,425.6,57.7
Netherlands,NLD,2016,2745.7,224.5,4870.4,,458.7,82.5
Netherlands,NLD,2017,2901.79,315.48,4724.86,,386.01,166.61
New Caledonia,NCL,2009,21,1.5,2.5,,,1.8
New Caledonia,NCL,2010,23.9,1.9,2.8,,,2.7
New Caledonia,NCL,2011,18.3,1.4,4.1,,,2.1
New Caledonia,NCL,2012,20.4,0.9,3.3,,,1.2
New Caledonia,NCL,2013,7.7,1.49,6.59,,,0.15
New Caledonia,NCL,2014,4.08,0.51,3.23,,,0
New Caledonia,NCL,2015,6.56,1.16,2.46,,,0.6
New Caledonia,NCL,2016,12.73,1.17,2.42,,,0.43
New Caledonia,NCL,2017,0.95,0.13,0.65,,,0
New Zealand,NZL,1990,2027,472,899,,,92
New Zealand,NZL,1991,2089,462,829,,,110
New Zealand,NZL,1992,1882,481,1001,,,126
New Zealand,NZL,1993,2105,478,800,,,106
New Zealand,NZL,1994,2039,316,910,,93,
New Zealand,NZL,1995,2338,370,929,,123,
New Zealand,NZL,1996,1886,291,1002,,126,
New Zealand,NZL,1997,1960,445,745,,,99
New Zealand,NZL,1998,1864,237,672,0.16,72,
New Zealand,NZL,1999,1708,179,521,0.3,79,
New Zealand,NZL,2000,2366,289,763,0.3,129,
New Zealand,NZL,2001,2269,249,616,1.2,114,
New Zealand,NZL,2002,2670,385,975,,,140
New Zealand,NZL,2003,2541,357,827,,,166
New Zealand,NZL,2004,2541,272,1048,,,189
New Zealand,NZL,2005,2537,277,1138,,,106
New Zealand,NZL,2006,2868,253,1108,,,159
New Zealand,NZL,2007,3077,299,1359,,,204
New Zealand,NZL,2008,3761,319,1257,,,520
New Zealand,NZL,2009,2914,303,1296,,,573
Nicaragua,NIC,1992,346,172,57,0,,
Nicaragua,NIC,1993,643,186,148,0,,
Nicaragua,NIC,1994,439,176,184,0,,
Nicaragua,NIC,1995,334,292,242,8,,
Nicaragua,NIC,1998,1285,1742,1293,47,0,
Nicaragua,NIC,1999,1292,1838,871,92,2,
Nicaragua,NIC,2000,1646.26,1516.19,674.84,82.11,4.07,
Nicaragua,NIC,2001,1452.33,1448.7,599.09,98.58,3.72,
Nicaragua,NIC,2002,2114.43,1880.25,647.1,1069.44,4.14,
Nicaragua,NIC,2003,2797.09,1594.94,651.13,562.64,7.77,
Nicaragua,NIC,2004,2494.63,1306.58,689.36,85.76,5.4,
Nicaragua,NIC,2005,4994.43,2189.8,2108.71,64.38,6.23,
Nicaragua,NIC,2006,3475.62,2123.39,1157.46,89.11,11.94,
Nicaragua,NIC,2007,5529.9,2867.59,1295.33,76.16,14.29,
Nicaragua,NIC,2008,5690.9,2495.14,1832.58,54.09,26.73,
Nicaragua,NIC,2009,5741.38,1916.08,1567.64,72.69,29.07,
Nicaragua,NIC,2010,8321.09,2237.24,1479.4,90.67,34.15,
Nicaragua,NIC,2011,3675.84,378.89,866.71,0.01,0.71,
Nicaragua,NIC,2012,3060.35,386.13,872.89,0,2.59,
Niger,NER,1995,,62,,0,,
Niger,NER,1996,,22,,0,,
Niger,NER,1997,,34,,,,
Niger,NER,1998,,36,0,0,,
Niger,NER,1999,,26,0,0,,
Niger,NER,2000,,62,0,,,
Niger,NER,2001,,31,0,,,
Niger,NER,2005,,24.75,,,,
Niger,NER,2006,,21.12,,,,
Niger,NER,2007,,30.57,,,,
Niger,NER,2008,,12.04,,,,
Niger,NER,2009,,7.32,,,,
Niger,NER,2010,,11.49,,,,
Niger,NER,2011,,10.59,,,,
Niger,NER,2012,,21.37,,,,
North Macedonia,MKD,1992,223,227,473,,,47
North Macedonia,MKD,1993,223,115,294,,,27
North Macedonia,MKD,1994,165,93,260,,,22
North Macedonia,MKD,1995,169,122,262,,,20
North Macedonia,MKD,1996,172,112,251,,,21
North Macedonia,MKD,1997,143,118,231,,,15
North Macedonia,MKD,1998,149,103,262,,,15
North Macedonia,MKD,2000,50,57,189,,,
North Macedonia,MKD,2001,59,66,50,,,
North Macedonia,MKD,2002,73,54,113,,,
North Macedonia,MKD,2003,52,42,116,,,
North Macedonia,MKD,2004,32,51,179,,,
North Macedonia,MKD,2005,33,17,99,,,
North Macedonia,MKD,2006,16,20,291,,,
North Macedonia,MKD,2007,17,22,80,,,
North Macedonia,MKD,2008,7,12,66,,,
North Macedonia,MKD,2009,11,27,60,,,
Norway,NOR,1990,965,19,153,,46,
Norway,NOR,1991,564,18,133,,45,
Norway,NOR,1992,561,27.9,134,,44,
Norway,NOR,1993,510,17,164,,58,
Norway,NOR,1994,626,19,145,,58,
Norway,NOR,1995,687.1,21.04,167,,38,
Norway,NOR,1996,503.14,16.1,140,,39,
Norway,NOR,1997,503.4,20.02,157,,36,
Norway,NOR,1998,546,23,221,,124,
Norway,NOR,1999,456,22,198,,104,
Norway,NOR,2000,281.59,9.96,41.02,,2.93,
Norway,NOR,2001,376.58,8.43,93.68,,7.71,
Norway,NOR,2002,630.92,10.05,128.07,,8.66,
Norway,NOR,2003,460.39,13.55,141.34,,27.45,
Norway,NOR,2004,502.1,9.74,189.5,,87.89,
Norway,NOR,2005,420.62,7.09,53.93,,23.44,
Norway,NOR,2006,549.3,7.75,91.12,,35.43,
Norway,NOR,2007,572,9.72,96.45,,37.47,
Norway,NOR,2008,624.83,8.38,112.71,,49.61,
Norway,NOR,2009,416.2,7.04,72.4,,34.97,
Norway,NOR,2010,573.77,5.33,84.33,,31.64,
Norway,NOR,2011,679.23,5.94,96.64,,38.4,
Norway,NOR,2012,627.98,6.5,116.32,,58.92,
Norway,NOR,2013,614.94,6.59,101.89,,36.34,
Norway,NOR,2014,692.24,6.88,121.9,,39.11,
Norway,NOR,2015,467.5,6.3,93.02,,62.09,0.67
Norway,NOR,2016,524,7.4,109.3,,34.25,
Norway,NOR,2017,495.5,7.2,109.8,,53.36,
Oman,OMN,1990,0.34,11.33,15.49,0.59,,
Oman,OMN,1991,0.68,8.82,7.35,0.65,,
Oman,OMN,1992,8.3,35.28,66.64,2.08,,
Oman,OMN,1994,4.92,33.63,25.34,1.35,0.29,
Oman,OMN,1996,0.76,40.92,27,2.7,0.29,
Oman,OMN,1997,5.19,182.59,75.6,6.75,0.29,
Oman,OMN,1998,5.98,101.06,173.4,3.15,0.29,
Oman,OMN,2000,0.88,28.27,1.1,0.27,0.26,
Oman,OMN,2011,5.85,154.81,106.02,12.55,0.01,13.06
Oman,OMN,2012,6.53,183.37,98.28,26.37,0.01,24.49
Oman,OMN,2013,13.29,291.05,,6.62,0.03,26.66
Oman,OMN,2014,1.05,256.59,105.18,5.26,,41.65
Oman,OMN,2015,9.01,176.64,97.14,14.71,,35.91
Oman,OMN,2016,1.05,191.55,102.6,25.29,,26.19
Oman,OMN,2010,,168.7,55.74,,,14.58
Pakistan,PAK,1990,640,4332,327,0,0,
Pakistan,PAK,1991,550,5009,356,4,43,
Pakistan,PAK,1992,542,4701,274,0,1,
Pakistan,PAK,1993,651,4029,250,0,15,
Pakistan,PAK,1994,806,5098,261,17,1,
Pakistan,PAK,1995,809,6550,321,0,1,
Pakistan,PAK,1996,1959,9435,561,,,
Pakistan,PAK,1997,280,8961,153,24,,
Pakistan,PAK,1998,562,9209,200,25,,
Pakistan,PAK,1999,779,10121,201,,,
Pakistan,PAK,2000,917,13741,266,,,
Pakistan,PAK,2001,1030,10611,229,1,,
Palestine,PSE,2002,107.75,251.91,335.94,,,567.83
Palestine,PSE,2003,98.63,250.6,336.54,,,553
Palestine,PSE,2004,97.07,250.42,326.82,,,563.23
Palestine,PSE,2005,97.72,252.84,329.34,,,563.41
Palestine,PSE,2006,91.43,254.57,356.34,,,588.44
Palestine,PSE,2007,102.82,252.96,337.86,,,572.19
Palestine,PSE,2008,118.97,255.32,352.62,,,621.23
Panama,PAN,1997,1101.92,339.87,1388.09,475.2,,
Panama,PAN,1998,508.27,369.05,768.73,,2.03,
Panama,PAN,2000,399.61,192.95,378.41,,,
Panama,PAN,2001,1373.04,369.15,1035.28,8.68,,
Panama,PAN,2002,1225.93,373.84,534.81,4.21,,
Panama,PAN,2003,1461.95,392.57,583.61,7.59,,
Panama,PAN,2004,1401.27,471.03,707.22,8.47,,
Panama,PAN,2005,1666.94,451.52,546.48,9.84,,
Panama,PAN,2006,1576.93,396.01,649.53,8.2,,
Panama,PAN,2007,1134.36,279.99,821.39,2.02,,
Panama,PAN,2011,892.9,226.5,731.5,0,,
Panama,PAN,2012,758.34,213.37,398.68,0,,
Panama,PAN,2013,1788.92,184.73,502.64,0.05,,
Panama,PAN,2017,1688.4,160.17,550.95,0,0,
Papua New Guinea,PNG,1992,105,11,5,0,0,
Papua New Guinea,PNG,1993,92,24,15,41,0,
Papua New Guinea,PNG,1994,140,16,20,0,0,
Papua New Guinea,PNG,1995,104,1,0,0,0,
Paraguay,PRY,1992,670,1598,1082,,30,
Paraguay,PRY,1997,6217,9054,146,,4,
Paraguay,PRY,1998,4456,7156,297,1,,
Paraguay,PRY,1999,4264,540,238,,1,
Paraguay,PRY,2000,2448,765,233,,,
Paraguay,PRY,2001,7389,1706,643,,8,
Paraguay,PRY,2012,14761.12,6910.79,1623.6,,4.75,0.23
Paraguay,PRY,2013,17968.49,5129.35,1542.07,0,1.53,1.15
Paraguay,PRY,2014,14463.91,2239.81,1307.47,,0.41,
Paraguay,PRY,2015,13322.02,3011.82,2519.29,,11.01,
Paraguay,PRY,2016,11832.28,2787.68,3910.34,,4.57,
Paraguay,PRY,2017,12230.29,2833.5,4538.61,,1.23,
Peru,PER,1995,241.4,395.25,586.8,16.2,39.15,
Peru,PER,1996,320.28,444.54,729.6,4.95,44.08,
Peru,PER,1997,303.96,558.93,894.6,4.5,31.61,
Peru,PER,1998,328.78,510.57,973.8,8.1,34.51,
Peru,PER,1999,353.6,386.26,979.2,4.05,29.58,
Peru,PER,2000,448.12,546.22,1152.6,8.55,44.95,
